"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
7728715334,7728715360,0,28746607,1,2,Avenida Surco,secondary,40,65.622,7728715334,7728715360,,,,,
7728715334,7728715333,0,685526297,1,2,,secondary_link,,13.049,7728715333,7728715334,,,,,
3150149345,3150149349,0,28746610,0,2,Avenida Surco,tertiary,40,140.41,3150149349,3150149345,,,,,
3150149345,3150149346,0,309680581,0,2,,residential,,117.693,3150149346,3150149345,,,,,
316069895,3150149347,0,28746610,0,2,Avenida Surco,tertiary,40,40.957,3150149347,316069895,,,,,
316069895,3265187149,0,28746662,0,2,Jir??n de San Juan,tertiary,30,113.04,3265187149,316069895,,,,,
316069895,3150149353,0,428270721,0,2,Jir??n de San Juan,tertiary,30,135.721,3150149353,316069895,,,,,
3150149347,3150149349,0,28746610,0,2,Avenida Surco,tertiary,40,38.682,3150149349,3150149347,,,,,
3150149347,3150149348,0,"[309680582, 947890559]",0,2,"['Pasaje Enrique B. Camacho Conde', 'Pasaje Alejandro']",residential,,131.36,3150149348,3150149347,,,,,
3265187149,2022008993,0,28746662,0,2,Jir??n de San Juan,tertiary,30,71.728,2022008993,3265187149,,,,,
3265187149,3265187137,0,320013224,0,2,Pasaje R?¡o Tambo,residential,,108.557,3265187137,3265187149,,,,,
3150149353,3150149348,0,642318037,0,2,Jir??n Solimana,tertiary,30,14.218,3150149348,3150149353,,,,,
3150149353,316070261,0,28746657,1,2,Jir??n de San Juan,tertiary,30,219.791,316070261,3150149353,,,,,
316069944,1273900139,0,28746625,0,2,Jir??n Marqu?®s de Guadalcasar,residential,30,15.57,1273900139,316069944,,,,,
316069944,3153724386,0,28746607,1,2,Avenida Surco,secondary,40,122.468,316069944,3153724386,,,,,
316069944,1273681236,0,28746625,0,2,Jir??n Marqu?®s de Guadalcasar,residential,30,72.676,1273681236,316069944,,,,,
316069944,1273562811,0,28746607,1,2,Avenida Surco,secondary,40,58.386,1273562811,316069944,,,,,
1273900139,1753954533,0,420152233,1,2,Avenida Surco,secondary,40,58.687,1273900139,1753954533,,,,,
1273900139,1804673636,0,427837327,1,2,Marques de Guadalcazar,residential,30,226.358,1804673636,1273900139,,,,,
1273900139,4166866956,0,420152233,1,2,Avenida Surco,secondary,40,59.504,4166866956,1273900139,,,,,
3153724386,1273622846,0,512912546,1,2,Avenida Surco,secondary,40,74.171,3153724386,1273622846,,,,,
3153724386,4201360354,0,512912547,0,2,Calle Antionio De Mendoza,residential,,14.875,4201360354,3153724386,,,,,
3153724386,1273889715,0,310015509,1,2,Calle Antionio De Mendoza,residential,,86.285,1273889715,3153724386,,,,,
1273681236,1273762786,0,111958850,1,2,Jir??n Conde de Nyeva,residential,,57.036,1273681236,1273762786,,,,,
1273681236,316070196,0,28746625,0,2,Jir??n Marqu?®s de Guadalcasar,residential,30,53.854,316070196,1273681236,,,,,
1273681236,1273889715,0,111958850,1,2,Jir??n Conde de Nyeva,residential,,114.392,1273889715,1273681236,,,,,
316069962,316070195,0,28746625,0,2,Jir??n Marqu?®s de Guadalcasar,residential,30,54.212,316070195,316069962,,,,,
316069962,2761657117,0,37749364,1,2,Jir??n Juan Soto Bermeo,tertiary,30,122.747,316069962,2761657117,,,,,
316069962,3150149342,0,37749364,1,2,Jir??n Juan Soto Bermeo,tertiary,30,133.666,3150149342,316069962,,,,,
316070195,1273978375,0,309680575,0,2,Jir??n Manuel de Amat y Juniet,residential,,55.902,1273978375,316070195,,,,,
316070195,316070196,0,28746625,0,2,Jir??n Marqu?®s de Guadalcasar,residential,30,142.004,316070196,316070195,,,,,
316070195,3153724389,0,"[111888066, 310015510]",1,2,Jir??n Manuel de Amat y Juniet,residential,,144.963,316070195,3153724389,,,,,
2761657117,4109945276,0,654077188,0,2,Jir??n Juan Soto Bermeo,tertiary,30,16.617,4109945276,2761657117,,,,,
2761657117,3153724398,0,271199005,1,2,Jir??n El Parque,tertiary,,66.996,2761657117,3153724398,,,,,
1273978375,3150149336,0,111952746,0,2,Jir??n Do??a Amalia,residential,,55.927,3150149336,1273978375,,,,,
1273978375,3150149341,0,309680575,0,2,Jir??n Manuel de Amat y Juniet,residential,,77.205,3150149341,1273978375,,,,,
316070196,316070199,0,310015514,0,2,Calle Maro D. Concordia,residential,,141.148,316070199,316070196,,,,,
3153724389,316070199,0,111888066,1,2,Jir??n Manuel de Amat y Juniet,residential,,74.879,3153724389,316070199,,,,,
3153724389,3153724391,0,310015511,0,2,,residential,,44.728,3153724391,3153724389,,,,,
316070199,5015017092,0,111888066,1,2,Jir??n Manuel de Amat y Juniet,residential,,52.165,316070199,5015017092,,,,,
5015017092,1273889715,0,111958850,1,2,Jir??n Conde de Nyeva,residential,,43.644,5015017092,1273889715,,,,,
5015017092,3245299640,0,111958850,1,2,Jir??n Conde de Nyeva,residential,,43.611,3245299640,5015017092,,,,,
316070260,1273633887,0,316901509,0,,Jir??n Juan Soto Bermeo,tertiary,30,50.539,1273633887,316070260,,,,,
316070260,1753159014,0,654033534,0,2,Jir??n Juan Soto Bermeo,tertiary,30,105.406,1753159014,316070260,,,,,
316070260,1273584305,0,309680570,1,2,Do??a Esther,tertiary,,52.035,1273584305,316070260,,,,,
1273633887,1273533557,0,316901509,0,,Jir??n Juan Soto Bermeo,tertiary,30,58.959,1273533557,1273633887,,,,,
1273633887,1753159062,0,315527938,0,,Calle General FAP E. Silva,residential,30,40.099,1753159062,1273633887,,,,,
1753159014,1753159009,0,37749364,1,2,Jir??n Juan Soto Bermeo,tertiary,30,49.761,1753159014,1753159009,,,,,
1753159014,1753159021,0,111968624,1,2,Calle General FAP Armando Zamudio,residential,,40.331,1753159021,1753159014,,,,,
316070261,1753159128,0,316901509,0,,Jir??n Juan Soto Bermeo,tertiary,30,18.421,1753159128,316070261,,,,,
1753159128,1753159095,0,316901509,0,,Jir??n Juan Soto Bermeo,tertiary,30,121.857,1753159095,1753159128,,,,,
1753159128,1753159124,0,163648809,1,2,Jir??n Huascar?ín,tertiary,,57.509,1753159124,1753159128,,,,,
316070354,2022008993,0,28746662,0,2,Jir??n de San Juan,tertiary,30,49.907,2022008993,316070354,,,,,
316070354,1838387115,0,"[556052186, 185197758]",1,2,Jir??n Santo Cristo,tertiary,,129.035,316070354,1838387115,,,,,
316070354,1600759284,0,185197758,1,2,Jir??n Santo Cristo,tertiary,,103.382,1600759284,316070354,,,,,
2022008993,2022008994,0,191617970,1,2,,residential,30,109.226,2022008993,2022008994,,,,,
1838387115,1957562160,0,185197754,1,2,Do??a Elsa,tertiary,30,34.203,1838387115,1957562160,,,,,
1838387115,1838387113,0,111942197,1,2,Jir??n Tacna,residential,30,307.558,1838387113,1838387115,,,,,
316072264,3953009385,0,416297063,1,4,Avenida Panamericana Sur,motorway,80,124.557,316072264,3953009385,PE-1S,,,,
316072264,316072368,0,28746917,1,,,motorway_link,,313.31,316072368,316072264,,,,,
316072264,316072429,0,"[416297063, 416297060, 1013534382, 279893879]",1,"['2', '4']",Avenida Panamericana Sur,motorway,80,639.356,316072429,316072264,PE-1S,yes,,,
3953009385,3953009381,0,416297063,1,4,Avenida Panamericana Sur,motorway,80,102.571,3953009385,3953009381,PE-1S,,,,
3953009385,3953009389,0,392015777,1,,,motorway_link,30,46.811,3953009385,3953009389,,,,,
316072368,3953009371,0,279893845,1,3,Avenida Primavera,primary,60,8.742,3953009371,316072368,,,,,
316072387,1752714486,0,279893876,1,3,Avenida Primavera,primary,60,82.895,316072387,1752714486,,,,,
316072387,316073377,0,"[38945848, 38945845, 813007229]",1,3,Avenida Primavera,primary,50,178.251,316073377,316072387,,,,,
316072387,1840977047,0,409854618,1,,,primary_link,30,96.809,1840977047,316072387,,,,,
316072387,1840977047,1,583806620,1,,Cristobal de Peralta Sur,tertiary,40,85.252,1840977047,316072387,,,,,
1752714486,1273687498,0,163605933,0,,Jer??nimo de Aliaga Sur,tertiary,,78.934,1273687498,1752714486,,,,,
1752714486,1273702812,0,279893876,1,3,Avenida Primavera,primary,60,182.387,1752714486,1273702812,,,,,
316072429,3953009368,0,392015774,1,,,motorway_link,40,93.272,316072429,3953009368,,,,,
316072429,3649181797,0,392014796,1,2,Avenida Panamericana Sur,motorway,80,80.441,3649181797,316072429,PE-1S,,,,
3953009368,1840977048,0,583806623,1,,Cristobal de Peralta Sur,tertiary,40,110.224,3953009368,1840977048,,,,,
3953009368,421229619,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,41.41,421229619,3953009368,,,,,
316072799,1414370514,0,439924949,1,4,Avenida Panamericana Sur,motorway,80,62.087,316072799,1414370514,PE-1S,,,,
316072799,4197399889,0,583814424,1,2,Avenida Andr?®s Tinoco,motorway_link,40,42.715,316072799,4197399889,,,,,
316072799,4144468056,0,"[392014794, 439924949, 439924950]",1,4,Avenida Panamericana Sur,motorway,80,761.298,4144468056,316072799,PE-1S,,,,
1414370514,410467598,0,"[439920144, 439924949, 439920143]",1,4,Avenida Panamericana Sur,motorway,80,260.593,1414370514,410467598,PE-1S,,,,
1414370514,4197390871,0,583814425,1,2,Avenida Andr?®s Tinoco,motorway_link,40,32.65,4197390871,1414370514,,,,,
4197399889,1414370498,0,37749435,1,2,Avenida Andr?®s Tinoco,tertiary,40,54.514,4197399889,1414370498,,,,,
4197399889,4197390871,0,463986134,1,2,Jir??n Morro Solar,tertiary,40,12.6,4197399889,4197390871,,,,,
4197399889,1414370452,0,463986134,1,2,Jir??n Morro Solar,tertiary,40,225.932,1414370452,4197399889,,,,,
316072810,316072842,0,28746956,1,2,,motorway_link,60,236.05,316072810,316072842,,,,,
316072810,316072849,0,392014794,1,4,Avenida Panamericana Sur,motorway,80,630.721,316072810,316072849,PE-1S,,,,
316072810,4375900774,0,392014794,1,4,Avenida Panamericana Sur,motorway,80,49.867,4375900774,316072810,PE-1S,,,,
316072842,316072864,0,24315816,1,2,,motorway_link,50,74.494,316072842,316072864,,,,,
316072842,463007688,0,279893865,1,2,,motorway_link,,48.55,316072842,463007688,,,,,
316072849,4144689606,0,392014794,1,4,Avenida Panamericana Sur,motorway,80,14.735,316072849,4144689606,PE-1S,,,,
316072849,5581422770,0,343423926,1,2,,motorway_link,60,258.763,5581422770,316072849,,,,,
316072864,671080550,0,279893885,1,3,Avenida Alfredo Benavides,primary,60,110.617,316072864,671080550,,,,,
316072864,463007688,0,"[404262411, 403011119]",1,3,Avenida Alfredo Benavides,primary,60,55.457,463007688,316072864,,,,,
463007688,463008276,0,279893865,1,2,,motorway_link,,16.529,463007688,463008276,,,,,
463007688,5413182485,0,"[479366256, 38945977, 479359773]",1,3,Avenida Alfredo Benavides,primary,60,77.856,5413182485,463007688,,yes,,,
4144689606,442760814,0,413137019,1,1,,motorway_link,60,45.232,4144689606,442760814,,,,,
4144689606,4144468056,0,392014794,1,4,Avenida Panamericana Sur,motorway,80,323.182,4144689606,4144468056,PE-1S,,,,
671080550,2951514047,0,279893885,1,3,Avenida Alfredo Benavides,primary,60,37.504,671080550,2951514047,,,,,
671080550,671080576,0,479364432,1,2,Jir??n Morro Solar,tertiary,40,245.124,671080576,671080550,,,,,
316072868,316072940,0,28746969,1,1,,motorway_link,50,80.312,316072868,316072940,,,,,
316072868,463008276,0,"[479364429, 404262414]",1,3,Avenida Alfredo Benavides,primary,60,55.124,316072868,463008276,,,,,
316072868,4724776848,0,479364429,1,3,Avenida Alfredo Benavides,primary,60,77.336,4724776848,316072868,,,,,
316072940,5581422770,0,343423926,1,2,,motorway_link,60,23.89,316072940,5581422770,,,,,
316072940,463008276,0,343423926,1,2,,motorway_link,60,52.647,463008276,316072940,,,,,
463008276,316072869,0,"[479366257, 38946018, 479359774]",1,"['3', '4']",Avenida Alfredo Benavides,primary,60,77.627,463008276,316072869,,yes,,,
316072869,8088707315,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,4.921,316072869,8088707315,,,,,
316072869,1412831608,0,479366258,1,2,,secondary,30,98.197,1412831608,316072869,,,,,
8088707315,4724830912,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,22.037,8088707315,4724830912,,,,,
8088707315,8088707310,0,867792657,1,,,primary_link,,23.312,8088707315,8088707310,,,,,
5581422770,1273866934,0,583812177,1,,,motorway_link,,26.747,5581422770,1273866934,,,,,
316072961,1412831608,0,28746978,1,1,,motorway_link,60,335.632,316072961,1412831608,,,,,
316072961,674505009,0,"[279893840, 333694933]",1,"['2', '4']",Avenida Panamericana Sur,motorway,80,1038.153,316072961,674505009,PE-1S,,,,
1412831608,1412831624,0,127704275,1,,Jir??n Circunvalacion,residential,30,160.189,1412831624,1412831608,,,,,
674505009,3649181792,0,"[315218161, 392014795, 392014796]",1,2,Avenida Panamericana Sur,motorway,"['80', '50']",913.937,674505009,3649181792,PE-1S,,,,
674505009,421242171,0,452934591,1,1,,motorway_link,30,79.782,421242171,674505009,,,,,
316073377,316073386,0,28747037,1,,,motorway_link,40,328.104,316073377,316073386,,,,,
316073377,4040270645,0,813007229,1,3,Avenida Primavera,primary,50,11.178,4040270645,316073377,,,,,
316073386,3953009358,0,416297061,1,4,Avenida Panamericana Sur,motorway,80,13.188,316073386,3953009358,PE-1S,,,,
3953009358,3953009363,0,392015773,1,,,motorway_link,,149.045,3953009358,3953009363,,,,,
3953009358,3953009357,0,416297061,1,4,Avenida Panamericana Sur,motorway,80,294.761,3953009358,3953009357,PE-1S,,,,
316757397,434289252,0,430458079,0,3,Avenida Surco,tertiary,40,19.861,434289252,316757397,,,,,
316757397,434289251,0,327626938,0,2,Avenida Surco,tertiary,40,187.282,434289251,316757397,,,,,
316757397,678989859,0,430458080,1,2,Avenida Jorge Ch?ívez,secondary,50,93.481,316757397,678989859,,,,,
316757397,4346555755,0,320743543,1,2,Avenida Jorge Ch?ívez,secondary,50,293.516,4346555755,316757397,,,,,
434289252,434289254,0,327626461,0,3,Jir??n Franklin Roosevelt,tertiary,40,88.721,434289254,434289252,,,,,
434289252,4346555754,0,512657521,1,2,Avenida Jorge Ch?ívez,secondary,50,308.985,434289252,4346555754,,,,,
434289252,316757403,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,76.014,316757403,434289252,,,,,
434289251,678989853,0,53787295,0,2,Jir??n General Recavarren,residential,,13.268,678989853,434289251,,,,,
434289251,434289250,0,327626938,0,2,Avenida Surco,tertiary,40,115.686,434289250,434289251,,,,,
678989859,4273972338,0,53787296,0,2,Jir??n Camino Real,tertiary,50,70.543,4273972338,678989859,,,,,
678989859,316757403,0,53787296,0,2,Jir??n Camino Real,tertiary,50,12.281,316757403,678989859,,,,,
678989859,1319962138,0,430458080,1,2,Avenida Jorge Ch?ívez,secondary,50,238.75,678989859,1319962138,,,,,
316757403,434289254,0,320743552,0,2,Jir??n Camino Real,tertiary,40,57.213,434289254,316757403,,,,,
316757403,1273566582,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,216.442,1273566582,316757403,,,,,
434289254,3265187262,0,327626461,0,3,Jir??n Franklin Roosevelt,tertiary,40,7.337,3265187262,434289254,,,,,
316757541,4328122031,0,892989345,1,2,Avenida Santiago de Surco,primary,60,16.82,316757541,4328122031,,,,,
316757541,316757587,0,549615896,1,3,Avenida Ayacucho,secondary,40,102.801,316757541,316757587,,,,,
316757541,1837869142,0,913218834,1,2,Avenida Santiago de Surco,primary,60,57.275,1837869142,316757541,,,,,
4328122031,3245299587,0,"[892989346, 320743548]",1,2,Avenida Santiago de Surco,primary,60,65.705,4328122031,3245299587,,,,,
4328122031,1753954481,0,513654441,1,3,Avenida Ayacucho,secondary,40,70.257,1753954481,4328122031,,,,,
316757587,440184181,0,37566229,0,2,Calle Querecotillo,residential,40,123.609,440184181,316757587,,,,,
316757587,1753954485,0,513653365,1,2,Avenida Ayacucho,secondary,40,101.218,316757587,1753954485,,,,,
440184181,440185662,0,37566500,0,2,Jir??n Los Tamarindos,residential,40,98.279,440185662,440184181,,,,,
440184181,440186524,0,37566229,0,2,Calle Querecotillo,residential,40,112.834,440186524,440184181,,,,,
440184181,440185517,0,37566500,0,2,Jir??n Los Tamarindos,residential,40,191.55,440185517,440184181,,,,,
1753954485,4067049910,0,404429046,1,1,,secondary_link,,14.669,1753954485,4067049910,,,,,
1753954485,4067049916,0,513653365,1,2,Avenida Ayacucho,secondary,40,15.451,1753954485,4067049916,,,,,
316757591,440184619,0,37566248,0,2,Jir??n Tangarar?í,residential,,22.087,440184619,316757591,,,,,
316757591,4067049943,0,892933336,1,2,Avenida Ayacucho,secondary,40,217.23,316757591,4067049943,,,,,
316757591,1753954492,0,"[892933334, 892933335]",1,2,Avenida Ayacucho,secondary,40,67.454,1753954492,316757591,,,,,
440184619,440184620,0,291060281,0,2,Jir??n Tangarar?í,residential,,97.044,440184620,440184619,,,,,
4067049943,440186902,0,404429053,1,2,Calle Do??a Consuelo,residential,,15.752,4067049943,440186902,,,,,
4067049943,4067049942,0,892933336,1,2,Avenida Ayacucho,secondary,40,13.531,4067049943,4067049942,,,,,
316757598,440190029,0,316901481,1,2,Avenida Ayacucho,secondary,50,63.679,316757598,440190029,,,,,
316757598,440190934,0,"[427846090, 505616975]",0,2,Jir??n Los Faiques,residential,,241.602,440190934,316757598,,,,,
316757598,6047437802,0,316901487,1,2,Avenida Ayacucho,secondary,50,14.305,6047437802,316757598,,,,,
440190029,316757600,0,316901481,1,2,Avenida Ayacucho,secondary,50,30.748,440190029,316757600,,,,,
440190029,440189871,0,37566510,0,2,Jir??n Los Carrizos,residential,,105.667,440189871,440190029,,,,,
440190934,440189843,0,892990305,1,2,Avenida Mariscal Ram??n Castilla,secondary,60,100.249,440189843,440190934,,,,,
316757600,4067050006,0,316901481,1,2,Avenida Ayacucho,secondary,50,10.003,316757600,4067050006,,,,,
316757600,5020487231,0,37566490,1,1,Avenida Paseo de la Rep??blica,tertiary,,41.292,316757600,5020487231,,,,,
4067050006,4067050005,0,316901481,1,2,Avenida Ayacucho,secondary,50,14.005,4067050006,4067050005,,,,,
4067050006,4067050007,0,404429090,1,1,,secondary_link,,16.487,4067050006,4067050007,,,,,
5020487231,440189590,0,37566490,1,1,Avenida Paseo de la Rep??blica,tertiary,,255.051,5020487231,440189590,,,,,
5020487231,4067050005,0,654279265,1,,,secondary_link,,19.27,4067050005,5020487231,,,,,
316757605,316757731,0,28811080,1,2,Jir??n Fernando Faustor,tertiary,40,10.718,316757605,316757731,,,,,
316757605,1319962145,0,1050739177,1,2,Avenida Jorge Ch?ívez,secondary,50,31.877,316757605,1319962145,,,,,
316757605,1319962128,0,430458080,1,2,Avenida Jorge Ch?ívez,secondary,50,87.512,1319962128,316757605,,,,,
316757731,2146336257,0,28811080,1,2,Jir??n Fernando Faustor,tertiary,40,222.908,316757731,2146336257,,,,,
316757731,1603987265,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,116.963,316757731,1603987265,,,,,
316757731,1273664558,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,144.994,1273664558,316757731,,,,,
1319962145,8327992100,0,1050739177,1,2,Avenida Jorge Ch?ívez,secondary,50,113.293,1319962145,8327992100,,,,,
1319962145,1273862557,0,556052182,0,2,Calle Las Higueretas,residential,,59.292,1273862557,1319962145,,,,,
2146336257,1273606171,0,28811080,1,2,Jir??n Fernando Faustor,tertiary,40,80.497,2146336257,1273606171,,,,,
2146336257,2146336255,0,204642054,0,2,Pasaje Ra??l Porras Barrenechea,residential,,187.542,2146336255,2146336257,,,,,
1603987265,1838387120,0,147186314,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,14.532,1603987265,1838387120,,,,,
1603987265,1780635217,0,401676719,1,2,Avenida Jorge Ch?ívez,secondary,50,22.678,1603987265,1780635217,,,,,
1603987265,1780635214,0,147186314,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,277.605,1780635214,1603987265,,,,,
316757738,1273691980,0,185197756,1,2,Jir??n Jos?® G?ílvez,residential,,242.421,316757738,1273691980,,,,,
316757738,4600942785,0,327626226,1,2,Jir??n Batalla de Ayacucho,tertiary,30,58.157,316757738,4600942785,,,,,
316757738,1603986925,0,556048600,1,2,Jir??n Jos?® G?ílvez,residential,35,82.377,1603986925,316757738,,,,,
316757738,3265187275,0,505616974,1,2,Jir??n Batalla de Ayacucho,tertiary,40,145.347,3265187275,316757738,,,,,
1273691980,1600759284,0,185197758,1,2,Jir??n Santo Cristo,tertiary,,175.836,1273691980,1600759284,,,,,
1273691980,1838387118,0,111907059,1,2,Jir??n Santo Cristo,tertiary,,69.469,1838387118,1273691980,,,,,
4600942785,1603986926,0,147186316,1,2,Jir??n Saenz Pe??a,residential,,114.241,4600942785,1603986926,,,,,
4600942785,1836892811,0,327626226,1,2,Jir??n Batalla de Ayacucho,tertiary,30,100.746,4600942785,1836892811,,,,,
4032068107,5491693404,0,158522380,1,2,,motorway_link,30,244.552,4032068107,5491693404,,,,,
369140126,386854206,0,320601930,1,2,Avenida Caminos del Inca,secondary,60,163.245,369140126,386854206,,,,,
369140126,369140127,0,479375425,1,,Batall??n Tarma,residential,30,70.165,369140127,369140126,,,,,
