"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
421228882,421228881,0,36050148,1,,Las Limas,residential,40,122.581,421228882,421228881,,,,,
421204037,421204038,0,428274840,0,,El Cascajal,residential,40,99.656,421204038,421204037,,,,,
421204037,421228881,0,36050135,0,,Calle Los Melones,residential,,161.39,421228881,421204037,,,,,
421204038,421228886,0,36051788,0,,Avenida Jacarand?í,residential,40,209.266,421228886,421204038,,,,,
421204038,421228968,0,36051788,0,,Avenida Jacarand?í,residential,40,75.416,421228968,421204038,,,,,
421204038,421204042,0,428274840,0,,El Cascajal,residential,40,85.806,421204042,421204038,,,,,
421228881,421228885,0,36050148,1,,Las Limas,residential,40,112.71,421228881,421228885,,,,,
421228886,421228890,0,36050170,0,,Madre Selva,residential,,109.011,421228890,421228886,,,,,
421228886,421228885,0,428274842,0,,Avenida Jacarand?í,residential,,43.345,421228885,421228886,,,,,
421228968,421229175,0,36050180,0,,Calle Las Lilas,residential,,78.418,421229175,421228968,,,,,
421228968,421228938,0,36051788,0,,Avenida Jacarand?í,residential,40,141.606,421228938,421228968,,,,,
421204042,421241698,0,36051857,0,,Las Acacias,residential,,239.261,421241698,421204042,,,,,
421204042,421204043,0,"[428274840, 451480671]",0,,El Cascajal,residential,40,123,421204043,421204042,,,,,
421241698,421228932,0,36051818,1,2,Avenida De los Ingenieros,tertiary,40,98.018,421241698,421228932,,,,,
421241698,421241697,0,36051818,1,2,Avenida De los Ingenieros,tertiary,40,127.716,421241697,421241698,,,,,
421204043,421204044,0,451480671,0,,El Cascajal,residential,40,110.96,421204044,421204043,,,,,
421204043,5712491025,0,36047102,0,,El Atajo,residential,40,189.584,5712491025,421204043,,,,,
421204044,421204046,0,451480671,0,,El Cascajal,residential,40,129.777,421204046,421204044,,,,,
421204044,421204335,0,36051771,0,,Las Ponsianas,residential,40,194.638,421204335,421204044,,,,,
5712491025,421204464,0,36047102,0,,El Atajo,residential,40,17.809,421204464,5712491025,,,,,
5712491025,5712491021,0,600901827,1,,,residential,,12.075,5712491025,5712491021,,,,,
421204046,421204112,0,428273607,0,,Jir??n Las Cucardas,residential,,138.568,421204112,421204046,,,,,
421204335,421204180,0,36051771,0,,Las Ponsianas,residential,40,147.213,421204180,421204335,,,,,
421204335,421204464,0,428273590,0,,El Atajo,residential,40,116.364,421204464,421204335,,,,,
421204112,5718305786,0,36047098,0,,Jir??n Las Cucardas,residential,,50.048,5718305786,421204112,,,,,
421204112,5718305793,0,"[53331128, 428273607]",0,,Jir??n Las Cucardas,residential,,79.735,5718305793,421204112,,,,,
5718305786,5718305793,0,601780728,0,,,residential,,9.619,5718305793,5718305786,,,,,
421204180,421204372,0,36051771,0,,Las Ponsianas,residential,40,68.03,421204372,421204180,,,,,
421204372,421204379,0,36051771,0,,Las Ponsianas,residential,40,38.601,421204379,421204372,,,,,
421204372,421204544,0,428273594,0,,El Bosque,residential,40,27.656,421204544,421204372,,,,,
421204245,421204245,0,"[870820676, 36047100]",1,,Las Canteras,residential,,88.304,421204245,421204245,,,,,
421204464,421204544,0,36047104,0,,Las Tipas,residential,40,339.74,421204544,421204464,,,,,
421204464,5712491021,0,36050056,0,,Bellavista,residential,20,18.283,5712491021,421204464,,,,,
421204379,421204544,0,36047104,0,,Las Tipas,residential,40,35.778,421204544,421204379,,,,,
421204379,421241688,0,"[428273608, 36051771]",0,,Las Ponsianas,residential,40,196.344,421241688,421204379,,,,,
421204544,421204621,0,"[36047105, 428273594]",0,,El Bosque,residential,40,312.076,421204621,421204544,,,,,
5712491021,9188212285,0,36050056,0,,Bellavista,residential,20,130.767,9188212285,5712491021,,,,,
421204621,421204640,0,428273592,0,,El Bosque,residential,40,225.52,421204640,421204621,,,,,
421204621,421227855,0,36050073,0,,Jir??n Bellavista,residential,40,300.413,421227855,421204621,,,,,
421204640,421204646,0,518610683,1,,Jir??n Bellavista,residential,40,30.273,421204640,421204646,,,,,
421204640,421204713,0,36047107,1,,Jir??n Bellavista,residential,40,22.463,421204713,421204640,,,,,
421227855,5712491049,0,36050073,0,,Jir??n Bellavista,residential,40,155.527,5712491049,421227855,,,,,
421227855,4282124994,0,429094694,0,2,Los Crisantemos,residential,30,155.676,4282124994,421227855,,,,,
421204646,421204672,0,"[518610680, 518610683]",1,,Jir??n Bellavista,residential,40,107.872,421204646,421204672,,,,,
421204646,421204713,0,211664075,1,,Jir??n Bellavista,residential,20,26.268,421204713,421204646,,,,,
421204672,421204713,0,36047107,1,,Jir??n Bellavista,residential,40,105.68,421204672,421204713,,,,,
421204672,9188212285,0,36050056,0,,Bellavista,residential,20,90.734,9188212285,421204672,,,,,
9188212285,9188212289,0,995012941,0,,,residential,,57.657,9188212289,9188212285,,,,,
5712491049,5712491049,0,600901828,0,,San Francisco,residential,40,37.328,5712491049,5712491049,,,,,
4282124994,4282125009,0,429094694,0,2,Los Crisantemos,residential,30,365.946,4282125009,4282124994,,,,,
4282124994,5718826314,0,601851339,0,,,residential,,62.708,5718826314,4282124994,,,,,
421228114,421228120,0,36050075,0,,Calle La Cima,residential,,97.971,421228120,421228114,,,,,
421228114,4274076325,0,36050075,0,,Calle La Cima,residential,,273.469,4274076325,421228114,,,,,
421228114,421228302,0,36050079,0,,El Bosque,residential,,214.445,421228302,421228114,,,,,
421228120,421228164,0,36050075,0,,Calle La Cima,residential,,151.552,421228164,421228120,,,,,
4274076325,4274076327,0,428283849,0,,,residential,,117.875,4274076327,4274076325,,,,,
421228164,5468419524,0,568389972,0,,Calle Los Moyes,residential,,16.091,5468419524,421228164,,,,,
421228164,421228341,0,36050077,0,,Calle Los Molles,residential,,18.597,421228341,421228164,,,,,
5468419524,421228341,0,568389971,0,,Calle Los Moyes,residential,,18.725,421228341,5468419524,,,,,
5468419524,421228382,0,36050080,0,,Calle Los Moyes,residential,,126.359,421228382,5468419524,,,,,
421228341,421228228,0,36050077,0,,Calle Los Molles,residential,,64.441,421228228,421228341,,,,,
421228382,421228389,0,36050080,0,,Calle Los Moyes,residential,,15.098,421228389,421228382,,,,,
421228382,421228865,0,36050101,0,,EL Petirrojo,residential,,447.094,421228865,421228382,,,,,
421228389,421228567,0,36050080,0,,Calle Los Moyes,residential,,495.156,421228567,421228389,,,,,
421228389,421228605,0,36050081,0,,Flor de Roca,residential,,125.262,421228605,421228389,,,,,
421228605,421228747,0,36050081,0,,Flor de Roca,residential,,405.445,421228747,421228605,,,,,
421228605,4366637558,0,"[36050122, 995449935]",0,,Calle El Arenal,residential,30,434.254,4366637558,421228605,,,,,
4366637558,6179194656,0,36050122,0,,Calle El Arenal,residential,30,920.852000000001,6179194656,4366637558,,,,,
4366637558,4366637561,0,439038741,0,,,residential,,91.97,4366637561,4366637558,,,,,no
421228885,421228905,0,428274842,0,,Avenida Jacarand?í,residential,,69.004,421228905,421228885,,,,,
421228900,421228901,0,36050171,0,,Las Gardenias,tertiary,30,96.007,421228901,421228900,,,,,
421228900,3649181793,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,295.949,421228900,3649181793,,,,,
421228905,421228907,0,36050171,0,,Las Gardenias,tertiary,30,81.742,421228907,421228905,,,,,
421228905,421228901,0,36050171,0,,Las Gardenias,tertiary,30,100.698,421228901,421228905,,,,,
421228905,421229002,0,428274842,0,,Avenida Jacarand?í,residential,,66.261,421229002,421228905,,,,,
421228890,421228895,0,"[428273624, 36050170]",0,,Madre Selva,residential,,169.2,421228895,421228890,,,,,
421228890,421228907,0,36050172,0,,Cardenal,residential,,121.028,421228907,421228890,,,,,
421228895,4501642563,0,428273624,0,,Madre Selva,residential,,30.017,4501642563,421228895,,,,,
421228895,1839084407,0,36050171,0,,Las Gardenias,tertiary,30,71.778,1839084407,421228895,,,,,
421228895,421228907,0,36050171,0,,Las Gardenias,tertiary,30,95.188,421228907,421228895,,,,,
4501642563,421228896,0,428273624,0,,Madre Selva,residential,,39.952,421228896,4501642563,,,,,
4501642563,4501642558,0,453427255,0,,,residential,,57.61,4501642558,4501642563,,,,,
1839084407,421229770,0,428274852,0,,Pulla Raymondi,residential,,118.962,421229770,1839084407,,,,,
421228896,4501642558,0,36050177,0,,Los Euchariz,residential,,44.028,4501642558,421228896,,,,,
421228896,421228899,0,"[428273624, 673499982]",0,,Madre Selva,residential,,244.32,421228899,421228896,,,,,
4501642558,421229109,0,36050177,0,,Los Euchariz,residential,,45.721,421229109,4501642558,,,,,
421228899,3952763529,0,36050182,1,2,Avenida Buganvilla,tertiary,50,76.368,421228899,3952763529,,,,,
421228899,421229140,0,36050182,1,2,Avenida Buganvilla,tertiary,50,89.098,421229140,421228899,,,,,
3952763529,421229300,0,36050186,0,,Las Palmas,residential,,10.505,421229300,3952763529,,,,,
3952763529,421229252,0,36050182,1,2,Avenida Buganvilla,tertiary,50,175.733,3952763529,421229252,,,,,
421228901,421229012,0,36050174,0,,Calle Araroba,residential,,183.027,421229012,421228901,,,,,
3649181793,421229268,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,15.653,3649181793,421229268,,,,,
3649181793,421229019,0,36050182,1,2,Avenida Buganvilla,tertiary,50,61.551,3649181793,421229019,,,,,
3649181793,3649181792,0,360364931,1,,,motorway_link,,50.283,3649181792,3649181793,,,,,
421229012,421229019,0,428274842,0,,Avenida Jacarand?í,residential,,161.188,421229019,421229012,,,,,
421229012,421229002,0,428274842,0,,Avenida Jacarand?í,residential,,87.657,421229002,421229012,,,,,
421229002,421229109,0,36050177,0,,Los Euchariz,residential,,85.679,421229109,421229002,,,,,
421228932,421228938,0,601780730,0,,Avenida Jacarand?í,tertiary,40,16.934,421228938,421228932,,,,,
421228932,421241692,0,601780730,0,,Avenida Jacarand?í,tertiary,40,13.239,421241692,421228932,,,,,
421228938,421241693,0,36051796,1,,Avenida Los Ingenieros,tertiary,30,95.747,421228938,421241693,,,,,
421241692,421241912,0,36051852,1,2,Avenida De los Ingenieros,tertiary,40,91.848,421241692,421241912,,,,,
421241692,421241691,0,601780730,0,,Avenida Jacarand?í,tertiary,40,14.197,421241691,421241692,,,,,
421241693,421241694,0,36051796,1,,Avenida Los Ingenieros,tertiary,30,78.411,421241693,421241694,,,,,
421241693,421229175,0,36051859,1,,,residential,,139.459,421241693,421229175,,,,,
421229175,421229202,0,36050180,0,,Calle Las Lilas,residential,,85.205,421229202,421229175,,,,,
421229109,421229140,0,36050178,0,,Alameda La Allamanda,residential,,244.642,421229140,421229109,,,,,
421229019,421229140,0,36050182,1,2,Avenida Buganvilla,tertiary,50,80.555,421229019,421229140,,,,,
421229019,421229032,0,428274842,0,,Avenida Jacarand?í,residential,,9.41,421229032,421229019,,,,,
421229032,421229268,0,36050184,1,2,Avenida Buganvilla,tertiary,50,57,421229032,421229268,,,,,
421229032,421229293,0,36050184,1,2,Avenida Buganvilla,tertiary,50,157.602,421229293,421229032,,,,,
421229268,421229343,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,92.948,421229268,421229343,,,,,
421229268,5581359955,0,583810279,1,,,motorway_link,,77.059,421229268,5581359955,,,,,
421229202,421241694,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,156.094,421241694,421229202,,,,,
421229252,421229314,0,36050198,1,2,Las Casuarinas,tertiary,50,10.881,421229314,421229252,,,,,
421229321,421229314,0,36050184,1,2,Avenida Buganvilla,tertiary,50,9.291,421229321,421229314,,,,,
421229343,421229461,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,143.882,421229343,421229461,,,,,
421229343,421229365,0,36050185,0,,Esparceta,residential,,92.758,421229365,421229343,,,,,
5581359955,3649181794,0,392014796,1,2,Avenida Panamericana Sur,motorway,80,203.919,5581359955,3649181794,PE-1S,,,,
5581359955,3649181792,0,392014796,1,2,Avenida Panamericana Sur,motorway,80,133.141,3649181792,5581359955,PE-1S,,,,
421229293,421229368,0,36050192,0,,Jer??nimo de Aliaga Sur,tertiary,,93.787,421229368,421229293,,,,,
421229293,421229300,0,36050184,1,2,Avenida Buganvilla,tertiary,50,88.253,421229300,421229293,,,,,
421229368,421229365,0,36050185,0,,Esparceta,residential,,82.58,421229365,421229368,,,,,
421229368,421229465,0,36050192,0,,Jer??nimo de Aliaga Sur,tertiary,,77.913,421229465,421229368,,,,,
421229300,421229391,0,36050186,0,,Las Palmas,residential,,53.478,421229391,421229300,,,,,
421229300,421229307,0,36050184,1,2,Avenida Buganvilla,tertiary,50,129.008,421229307,421229300,,,,,
421229391,421229398,0,36050186,0,,Las Palmas,residential,,57.184,421229398,421229391,,,,,
421229391,421229434,0,36050189,0,,,residential,,127.128,421229434,421229391,,,,,
421229307,421229434,0,36050187,0,,Los Olivos,residential,,54.796,421229434,421229307,,,,,
421229307,421229314,0,36050184,1,2,Avenida Buganvilla,tertiary,50,47.743,421229314,421229307,,,,,
421229434,421229440,0,36050187,0,,Los Olivos,residential,,48.929,421229440,421229434,,,,,
421229461,421229462,0,36050188,0,,,residential,,80.973,421229462,421229461,,,,,
421229461,421229649,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,71.228,421229461,421229649,,,,,
421229365,421229462,0,36050197,0,,Los Albaricoques,residential,,110.517,421229462,421229365,,,,,
421229462,421229465,0,36050188,0,,,residential,,59.54,421229465,421229462,,,,,
421229465,421229582,0,36050192,0,,Jer??nimo de Aliaga Sur,tertiary,,69.163,421229582,421229465,,,,,
421229398,421229405,0,36050186,0,,Las Palmas,residential,,56.862,421229405,421229398,,,,,
421229398,421229440,0,36050190,0,,Los Cactus,residential,,124.649,421229440,421229398,,,,,
421229405,421229419,0,36050186,0,,Las Palmas,residential,,50.516,421229419,421229405,,,,,
421229405,421229446,0,36050191,0,,Calle Los Alerces,residential,,126.071,421229446,421229405,,,,,
421229440,421229446,0,36050187,0,,Los Olivos,residential,,56.697,421229446,421229440,,,,,
421229419,421229660,0,36050195,0,2,Jir??n Alonso de Molina,secondary,40,143.936,421229660,421229419,,,,,
421229419,421229582,0,36050195,0,2,Jir??n Alonso de Molina,secondary,40,48.89,421229582,421229419,,,,,
421229446,421229536,0,36050191,0,,Calle Los Alerces,residential,,53.587,421229536,421229446,,,,,
421229660,5712491013,0,111926820,1,,Jir??n Domingo de la Presa,residential,,58.008,421229660,5712491013,,,,,
421229582,421229589,0,36050192,0,,Jer??nimo de Aliaga Sur,tertiary,,75.895,421229589,421229582,,,,,
421229582,421229636,0,36050195,0,2,Jir??n Alonso de Molina,secondary,40,70.526,421229636,421229582,,,,,
421229649,421229636,0,36050195,0,2,Jir??n Alonso de Molina,secondary,40,74.468,421229636,421229649,,,,,
421229649,421229619,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,173.971,421229649,421229619,,,,,
421229649,3649181797,0,360364933,1,,,motorway_link,,50.859,421229649,3649181797,,,,,
421229649,3649181794,0,360364932,1,,,motorway_link,,37.77,3649181794,421229649,,,,,
421229589,421229596,0,36050192,0,,Jer??nimo de Aliaga Sur,tertiary,,93.609,421229596,421229589,,,,,
421229589,1273795758,0,561370580,0,,Calle Mart?¡n Pizarro,residential,,100.37,1273795758,421229589,,,,,
421229636,421229612,0,111910438,0,,Diego de Ag??ero,residential,40,170.517,421229612,421229636,,,,,
421229596,421229612,0,36050193,0,,Martin de Paz,residential,,69.142,421229612,421229596,,,,,
421229596,1273891681,0,163605933,0,,Jer??nimo de Aliaga Sur,tertiary,,149.916,1273891681,421229596,,,,,
1273795758,5413184055,0,561370580,0,,Calle Mart?¡n Pizarro,residential,,49.79,5413184055,1273795758,,,,,
1273795758,1273891681,0,111915573,1,,Jir??n Bartolome Ruiz,residential,,250.267,1273891681,1273795758,,,,,
421229612,421229619,0,36050193,0,,Martin de Paz,residential,,71.274,421229619,421229612,,,,,
421229612,1273878824,0,111910438,0,,Diego de Ag??ero,residential,40,153.855,1273878824,421229612,,,,,
1273891681,1273687498,0,163605933,0,,Jer??nimo de Aliaga Sur,tertiary,,66.471,1273687498,1273891681,,,,,
1273878824,1840977048,0,163605936,0,,,residential,,73.047,1840977048,1273878824,,,,,
1273878824,1273687498,0,"[111910438, 428274838]",0,,Diego de Ag??ero,residential,40,108.12,1273687498,1273878824,,,,,
3649181797,3649181794,0,392014796,1,2,Avenida Panamericana Sur,motorway,80,75.296,3649181794,3649181797,PE-1S,,,,
5712491013,5413184057,0,111926820,1,,Jir??n Domingo de la Presa,residential,,39.239,5712491013,5413184057,,,,,
5712491013,5413184055,0,600901826,1,,,residential,,19.098,5712491013,5413184055,,,,,
421229770,4373022146,0,428274852,0,,Pulla Raymondi,residential,,37.459,4373022146,421229770,,,,,
421241689,421241883,0,36051851,0,,Los Laureles,residential,30,104.42,421241883,421241689,,,,,
421241689,421241690,0,428274841,0,2,Avenida Jacarand?í,residential,40,85.781,421241690,421241689,,,,,
421241689,421241895,0,36051851,0,,Los Laureles,residential,30,89.826,421241895,421241689,,,,,
421241689,671080744,0,428274841,0,2,Avenida Jacarand?í,residential,40,135.271,671080744,421241689,,,,,
421241883,421242011,0,36051855,0,,Los Jazmines,residential,30,86.553,421242011,421241883,,,,,
421241883,421242024,0,36051855,0,,Los Jazmines,residential,30,135.108,421242024,421241883,,,,,
421241690,421242011,0,36051854,0,,Los Fresnos,residential,30,103.86,421242011,421241690,,,,,
421241690,421241691,0,428274841,0,2,Avenida Jacarand?í,residential,40,82.303,421241691,421241690,,,,,
421241895,421241906,0,36051851,0,,Los Laureles,residential,30,154.894,421241906,421241895,,,,,
421241895,421241997,0,478955109,0,,Las Acacias,residential,,86.937,421241997,421241895,,,,,
671080744,671080742,0,428274841,0,2,Avenida Jacarand?í,residential,40,88.133,671080742,671080744,,,,,
671080744,421242024,0,428331145,0,,Los Cerezos,residential,30,103.687,421242024,671080744,,,,,
671080744,671080745,0,52967831,1,,Los Cerezos,residential,30,90.431,671080744,671080745,,,,,
421242011,421242016,0,36051854,0,,Los Fresnos,residential,30,74.731,421242016,421242011,,,,,
421241691,421241695,0,36051805,1,,Avenida De los Ingenieros,tertiary,30,174.299,421241695,421241691,,,,,
421241912,421241970,0,36051852,1,2,Avenida De los Ingenieros,tertiary,40,237.892,421241912,421241970,,,,,
421241912,421241997,0,478955109,0,,Las Acacias,residential,,97.394,421241997,421241912,,,,,
421241694,421241695,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,43.683,421241695,421241694,,,,,
421241695,421242016,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,80.699,421242016,421241695,,,,,
421241696,421241697,0,36051818,1,2,Avenida De los Ingenieros,tertiary,40,37.02,421241696,421241697,,,,,
421241696,4398194217,0,36051856,0,2,Las Violetas,residential,40,32.631,4398194217,421241696,,,,,
421241696,421241704,0,51188064,1,2,Avenida De los Ingenieros,tertiary,40,38.209,421241704,421241696,,,,,
421241697,421241704,0,36051840,1,,,tertiary,20,53.095,421241704,421241697,,,,,
4398194217,4398194219,0,442129197,0,,Calle Los Abetos,residential,,50.165,4398194219,4398194217,,,,,
4398194217,421241703,0,36051856,0,2,Las Violetas,residential,40,226.38,421241703,4398194217,,,,,
421241703,421241850,0,37749500,0,2,Las Violetas,residential,40,420.368,421241850,421241703,,,,,
421241703,4398194237,0,52967810,0,2,Las Cantutas,residential,,55.878,4398194237,421241703,,,,,
421241850,442761396,0,37749501,0,2,Jir??n Los Amancaes,residential,,77.082,442761396,421241850,,,,,
421241850,442761399,0,"[375472315, 429087855]",0,2,Jir??n Los Amancaes,residential,,295.714,442761399,421241850,,,,,
4398194237,442761313,0,"[52967810, 429087854]",0,2,Las Cantutas,residential,,600.924,442761313,4398194237,,,,,
4398194237,4398194239,0,442129201,0,,Pasaje Los Capul?¡es,residential,,57.5,4398194239,4398194237,,,,,
421241704,421241707,0,51188064,1,2,Avenida De los Ingenieros,tertiary,40,159.278,421241707,421241704,,,,,
421241706,421241707,0,51188064,1,2,Avenida De los Ingenieros,tertiary,40,88.714,421241706,421241707,,,,,
421241706,421241722,0,36051844,0,,Las Hiedras,residential,,168.595,421241722,421241706,,,,,
421241706,4398194327,0,51188064,1,2,Avenida De los Ingenieros,tertiary,40,47.947,4398194327,421241706,,,,,
421241707,421241906,0,36051851,0,,Los Laureles,residential,30,16.083,421241906,421241707,,,,,
421241906,421241978,0,36051852,1,2,Avenida De los Ingenieros,tertiary,40,136.728,421241906,421241978,,,,,
421241906,421241970,0,36051852,1,2,Avenida De los Ingenieros,tertiary,40,83.787,421241970,421241906,,,,,
442761399,442761296,0,37749516,0,,,residential,,183.26,442761296,442761399,,,,,
442761399,442761296,1,375472315,0,2,Jir??n Los Amancaes,residential,,82.297,442761296,442761399,,,,,
421242024,671080719,0,36051855,0,,Los Jazmines,residential,30,88.903,671080719,421242024,,,,,
421241997,421241970,0,36051853,0,,Los Girasoles,residential,,155.729,421241970,421241997,,,,,
421241978,472558124,0,36051852,1,2,Avenida De los Ingenieros,tertiary,40,86.98,421241978,472558124,,,,,
421241978,4398194327,0,52967831,1,,Los Cerezos,residential,30,17.477,421241978,4398194327,,,,,
421241978,671080745,0,52967831,1,,Los Cerezos,residential,30,153.861,671080745,421241978,,,,,
472558124,671080746,0,52967821,0,,Jir??n Las Dalias,residential,,16.683,671080746,472558124,,,,,
472558124,671080743,0,52967821,0,,Jir??n Las Dalias,residential,,156.826,671080743,472558124,,,,,
472558124,4398194326,0,"[36051852, 51188063]",1,2,Avenida De los Ingenieros,tertiary,40,145.73,472558124,4398194326,,,,,
4398194327,671080746,0,51188064,1,2,Avenida De los Ingenieros,tertiary,40,90.21,671080746,4398194327,,,,,
421242016,421242171,0,36051861,1,,Cristobal de Peralta Sur,tertiary,40,130.261,421242171,421242016,,,,,
671080719,472558415,0,52967830,0,,Jir??n Las Dalias,residential,30,84.404,472558415,671080719,,,,,
671080719,671080742,0,52967830,0,,Jir??n Las Dalias,residential,30,104.131,671080742,671080719,,,,,
421242171,472558415,0,315218162,1,2,Cristobal de Peralta Sur,secondary,50,180.36,472558415,421242171,,,,,
8984610597,8984610596,0,970785640,0,,,residential,,108.533,8984610596,8984610597,,,,,
8984610597,6277650961,0,370103620,0,2,Avenida Circunvalaci??n del Golf de los Incas,tertiary,60,165.726,6277650961,8984610597,,,,,
422441875,5469389359,0,36185710,0,,Avenida Cerros de Camacho,residential,30,61.495,5469389359,422441875,,,,,
5469389359,1727346866,0,36185710,0,,Avenida Cerros de Camacho,residential,30,342.768,1727346866,5469389359,,,,,
5469389359,5469389378,0,568521006,0,,,living_street,,213.5,5469389378,5469389359,,,,,
6277650961,6277650957,0,670349925,0,,,residential,,133.378,6277650957,6277650961,,,,,
434289249,678989806,0,53787321,0,1,Calle Talana,residential,,79.482,678989806,434289249,,,,,
434289249,434289250,0,327626938,0,2,Avenida Surco,tertiary,40,59.712,434289250,434289249,,,,,
434289250,678989799,0,53787291,0,2,Jir??n Alfonso Ugarte,residential,,36.457,678989799,434289250,,,,,
678989799,678989783,0,53787291,0,2,Jir??n Alfonso Ugarte,residential,,212.401,678989783,678989799,,,,,
678989799,4880234469,0,496317061,0,2,Calle Santa Isabel,residential,,96.047,4880234469,678989799,,,,,
678989853,4880234469,0,53787295,0,2,Jir??n General Recavarren,residential,,91.041,4880234469,678989853,,,,,
678989853,2022008995,0,"[428271133, 512670662]",0,2,Jir??n Villa Mercedes,residential,,194.672,2022008995,678989853,,,,,
4346555754,4346555755,0,436787344,0,2,,secondary_link,,11.061,4346555755,4346555754,,,,,
4346555754,6302622131,0,512657521,1,2,Avenida Jorge Ch?ívez,secondary,50,36.885,4346555754,6302622131,,,,,
3265187262,2022135053,0,327626461,0,3,Jir??n Franklin Roosevelt,tertiary,40,7.891,2022135053,3265187262,,,,,
3265187262,3265187147,0,320013248,1,,,tertiary,,92.226,3265187147,3265187262,,,,,
434289255,434289256,0,761051318,0,2,Jir??n Franklin Roosevelt,tertiary,40,103.101,434289256,434289255,,,,,
434289255,2022135053,0,761051318,0,2,Jir??n Franklin Roosevelt,tertiary,40,12.796,2022135053,434289255,,,,,
434289255,4396500637,0,111922431,0,2,Calle Tambo de Mora,residential,,121.656,4396500637,434289255,,,,,
434289256,4396500637,0,111954078,0,2,,residential,,109.517,4396500637,434289256,,,,,
434289256,678989862,0,761051318,0,2,Jir??n Franklin Roosevelt,tertiary,40,68.863,678989862,434289256,,,,,
2022135053,3265187147,0,185197318,1,2,Pasaje Los Aquijes,tertiary,40,71.083,2022135053,3265187147,,,,,
4396500637,5012738233,0,111922431,0,2,Calle Tambo de Mora,residential,,65.279,5012738233,4396500637,,,,,
678989862,1273671788,0,111911437,1,2,,residential,,118.919,678989862,1273671788,,,,,
678989862,2022135051,0,120146440,0,2,Jir??n Parque Alto,residential,30,150.349,2022135051,678989862,,,,,
678989862,3265187155,0,512657520,0,2,Jir??n Franklin Roosevelt,tertiary,40,31.842,3265187155,678989862,,,,,
678989862,1273840372,0,120146441,1,2,Jir??n San Pedrito,residential,,41.989,1273840372,678989862,,,,,
434289259,5391058873,2,512657520,0,2,Jir??n Franklin Roosevelt,tertiary,40,54.066,434289259,5391058873,,,,,
434289259,5391058873,3,"[428271132, 946676718, 946672551]",0,,"['Calle Tambo Colorado', 'Calle R?¡o Grande', 'Calle Bah?¡a de Pisco']",residential,,175.591,434289259,5391058873,,,,,
434289259,1753962624,0,512657520,0,2,Jir??n Franklin Roosevelt,tertiary,40,120.678,1753962624,434289259,,,,,
5391058873,1273748076,0,512657520,0,2,Jir??n Franklin Roosevelt,tertiary,40,38.001,1273748076,5391058873,,,,,
1753962624,1273974189,0,320013230,0,1,,residential,,34.563,1273974189,1753962624,,,,,
1753962624,1753962626,0,320742860,1,2,Jir??n Mariscal Andr?®s Avelino C?íceres,tertiary,30,45.009,1753962624,1753962626,,,,,
1753962624,434289262,0,514029346,1,1,Jir??n Franklin Roosevelt,tertiary,40,43.711,434289262,1753962624,,,,,
434289262,1753962626,0,163717955,1,1,Calle Mariscal Caceres,tertiary,20,26.491,434289262,1753962626,,,,,
434289262,1273974189,0,185196429,1,1,Jir??n Corbeta La Uni??n,residential,40,54.906,434289262,1273974189,,,,,
434289262,434289264,0,513664264,1,2,Jir??n Almirante Miguel Grau,tertiary,40,116.87,434289264,434289262,,,,,
1753962626,1603986923,0,320742852,1,2,Jir??n Mariscal Andr?®s Avelino C?íceres,tertiary,30,78.252,1753962626,1603986923,,,,,
1273974189,4600943421,0,111947338,0,2,Jir??n Corbeta La Uni??n,residential,40,52.428,4600943421,1273974189,,,,,
1273974189,1273688488,0,427848819,1,2,Calle Camilo Carrillo,residential,,122.652,1273974189,1273688488,,,,,
434289264,1603986925,0,556048600,1,2,Jir??n Jos?® G?ílvez,residential,35,82.536,434289264,1603986925,,,,,
434289264,434289265,0,513664264,1,2,Jir??n Almirante Miguel Grau,tertiary,40,69.18,434289265,434289264,,,,,
434289264,1273688488,0,556048600,1,2,Jir??n Jos?® G?ílvez,residential,35,59.982,1273688488,434289264,,,,,
1603986925,1603986923,0,320742838,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,143.503,1603986925,1603986923,,,,,
1603986925,1603986926,0,320742838,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,93.745,1603986926,1603986925,,,,,
434289265,4396500660,0,185196739,0,2,Calle Monitor Huascar,residential,,251.294,4396500660,434289265,,,,,
434289265,434289266,0,513664264,1,2,Jir??n Almirante Miguel Grau,tertiary,40,88.166,434289266,434289265,,,,,
4396500660,4396500661,0,441963961,1,2,,residential,,68.918,4396500660,4396500661,,,,,
4396500660,1957545830,0,185196739,0,2,Calle Monitor Huascar,residential,,15.106,1957545830,4396500660,,,,,
